name,address,city,state,zip_code,program_code,lat,lng,fips_county,GoogleLat,GoogleLon,GoogleCounty,GoogleZip,GoogleZip+4,zipmatch,CountyMatch,fips_county_name
Feed My Sheep of Durham,519 E Main Street,Durham,NC,27703,ELDERLY NU,35.986812,-78.886742,37063,35.992094,-78.894552,Durham,27701,,FALSE,TRUE,
Greater Joy Missionary Baptist,322 Anderson Street,Rocky Mount,NC,27803,FOODPANTRY,35.925502,-77.805823,37127,35.9258215,-77.8063226,Nash,27803,4001,TRUE,TRUE,
Comunidad Cristiana Hosanna,204 Shelden Dr.,Raleigh,NC,27610,FOODPANTRY,35.741862,-78.637161,37183,35.740431,-78.637315,Wake,27610,4632,TRUE,TRUE,
Calvary Baptist Church,119 Bunch Road,Beaufort,NC,28516,FOODPANTRY,34.733477,-76.65056,37031,34.7333139,-76.6497343,Carteret,28516,8641,TRUE,TRUE,
Louisburg Group Home,29 Strange Road,Louisburg,NC,27549,GROUP HOME,36.07725,-78.226882,37069,36.0771299,-78.227211,Franklin,27549,8564,TRUE,TRUE,
Recovery Center of Durham,2203 Elmwood Ave.,Durham,NC,27707,GROUP HOME,35.98832,-78.930168,37063,35.988129,-78.930002,Durham,27707,1009,TRUE,TRUE,
Benson Area Ministerial,1204 North Johnson St,Benson,NC,27504,FOODPANTRY,35.389051,-78.536557,37101,35.3892564,-78.536453,Johnston,27504,,TRUE,TRUE,
Just A Clean House,310 Raynor St.,Durham,NC,27704,GROUP HOME,35.987528,-78.873449,37063,35.988079,-78.873041,Durham,27703,3130,FALSE,TRUE,
Bread of Life Ministries,219 Maple Avenue,Sanford,NC,27330,FOODPANTRY,35.479795,-79.172498,37105,35.4799034,-79.1724679,Lee,27330,4338,TRUE,TRUE,
Wilson Praise & Worship Church,202 Nash Street,Wilson,NC,27894,FOODPANTRY,35.940279,-77.798037,37127,35.727471,-77.9113349,Wilson,27893,,FALSE,FALSE,Nash
Mt. Sylvan United Methodist,5731 N. Roxboro Rd.,Durham,NC,27712,BP,36.093751,-78.910362,37063,36.0989191,-78.9100908,Durham,27712,,TRUE,TRUE,
Wesleyan Methodist Church,3119 Brenda Lane,Spies,NC,27325,FOODPANTRY,35.424151,-79.68395,37123,35.4241277,-79.6840002,Moore,27325,,TRUE,FALSE,Montgomery
New Mt. Moriah United,4329 Anderson Avenue,Farmville,NC,27828,FOODPANTRY,35.585463,-77.589156,37147,35.585302,-77.591302,Pitt,27828,,TRUE,TRUE,
Cathedral  De Jesus,717 S Arendell Ave.,Zebulon,NC,27597,FOODPANTRY,35.812716,-78.306924,37183,35.813387,-78.305468,Wake,27597,8205,TRUE,TRUE,
Brown Bag Ministry,800 Lufkin Rd.,Apex,NC,27502,SUPPLEMENT,35.712314,-78.83917,37183,35.7107977,-78.8337324,Wake,27539,7050,FALSE,TRUE,
RAM Organization,2703 Holloway St.,Durham,NC,27703,AFTER SCH,35.995875,-78.897983,37063,35.9891291,-78.8515471,Durham,27703,,TRUE,TRUE,
Rocky Mount Church of the,1530 Hunter Hill Road,Rocky Mount,NC,27804,FOODPANTRY,35.973442,-77.823185,37127,35.974081,-77.823288,Nash,27804,1732,TRUE,TRUE,
The Way of the Cross Outreach,64 Craigmont Avenue,Roanoke Rapids,NC,27870,FOODPANTRY,36.447026,-77.699311,37083,36.4469519,-77.6985249,Halifax,27870,,TRUE,TRUE,
"Project Anna, Inc",120 S. Skinner Street,Greenville,NC,27834,FOODPANTRY,35.602526,-77.388011,37147,35.601931,-77.387778,Pitt,27834,3889,TRUE,TRUE,
Blue Angel Outreach,132 Poplar Street,Vass,NC,28394,FOODPANTRY,35.267942,-79.2764,37125,35.268215,-79.279382,Moore,28394,,TRUE,TRUE,
Christian Help Center,122 Depot St.,Roxboro,NC,27573,FOODPANTRY,36.393996,-78.98267,37145,36.3939,-78.982042,Person,27573,5569,TRUE,TRUE,
Glory Cloud & Fire Ministries,8800 Hwy 39 S,Zebulon,NC,27597,FOODPANTRY,35.865294,-78.267417,37183,35.866089,-78.267805,Franklin,27597,9301,TRUE,FALSE,Wake
"Glad Tiding Church, Inc./DUMA",319 Broad Street,Dunn,NC,28334,FOODPANTRY,35.309952,-78.613106,37085,35.3067701,-78.6076645,Harnett,28334,4922,TRUE,TRUE,
Baker Family Ministries,200 West Battleboro Avenue,Battleboro,NC,27890,FOODPANTRY,36.047603,-77.747883,37065,36.050271,-77.749467,Nash,27809,,FALSE,FALSE,Edgecombe
Just For Us,807 S. Duke St.,Durham,NC,27701,OTHER,35.991478,-78.908813,37063,35.990276,-78.908175,Durham,27701,,TRUE,TRUE,
St. John's Emergency Food,13241 Mc Laurin St,Gibson,NC,28343,FOODPANTRY,34.757707,-79.613611,37165,34.757596,-79.612832,Scotland,28343,,TRUE,TRUE,
Kenly Church of God,8641 St. Mary's Church Road,Kenly,NC,27542,FOODPANTRY,35.599274,-78.118073,37101,35.62183,-78.100997,Wilson,27542,,TRUE,FALSE,Johnston
The Word Became Flesh,1401 Goldsboro Street,Wilson,NC,27894,FOODPANTRY,35.712664,-77.924872,37195,35.7126125,-77.9248907,Wilson,27893,5820,FALSE,TRUE,
Agape Buchanan Featherstone,1505 Woodlawn St,Laurinburg,NC,28352,FOODPANTRY,34.756063,-79.467813,37165,34.755797,-79.4681669,Scotland,28352,5060,TRUE,TRUE,
The Rising Sun Church of,2021 US 401 South,Lillington,NC,27546-6817,FOODPANTRY,35.368068,-78.80834,37085,35.4228211,-78.8117016,Harnett,27546,,FALSE,TRUE,
Twilight Missionary Baptist,1781 Aurelian Springs Road,Weldon,NC,27839,FOODPANTRY,36.385788,-77.639211,37083,36.3852939,-77.6397943,Halifax,27839,,TRUE,TRUE,
Right Start,516 Union Church Rd,Carthage,NC,28327,FOODPANTRY,35.343777,-79.380801,37125,35.343542,-79.380518,Moore,28327,7648,TRUE,TRUE,
first Missionary Baptist,315 S. Gaines Street,Southern Pines,NC,28387,FOODPANTRY,35.181802,-79.403498,37125,35.181585,-79.403668,Moore,28387,4533,TRUE,TRUE,
Orange County Disability,503 W. Franklin Street  #113,Chapel Hill,NC,27514,DISABLED,35.916241,-79.047942,37135,35.909628,-79.063404,Orange,27516,,FALSE,TRUE,
New Opportunities 2nd Chance,1005 Broad Street,Durham,NC,27702,FOODPANTRY,36.013623,-78.91945,37063,36.013986,-78.919709,Durham,27705,4143,FALSE,TRUE,
London Missionary Baptist,3386 US HWY 158,Roanoke Rapids,NC,27870,FOODPANTRY,36.449353,-77.726427,37083,36.4537329,-77.7950779,Halifax,27870,,TRUE,TRUE,
Helping Hands of Hamlet,609 Cheraw Road,Hamlet,NC,28345,FOODPANTRY,34.877795,-79.724973,37153,34.8796678,-79.7233913,Richmond,28345,,TRUE,TRUE,
Achievement Academy of Durham,400 W. Main St Suite 103,Durham,NC,27701,AFTER SCH,35.996966,-78.904181,37063,35.9976154,-78.9043071,Durham,27701,,TRUE,TRUE,
Spring Hill Baptist,24220 Main Street,Wagram,NC,28396,FOODPANTRY,34.88578,-79.368019,37165,34.886154,-79.367839,Scotland,28396,,TRUE,TRUE,
Salvation Army Carteret Co,1700 Arendell Street,Morehead City,NC,28557,FOODPANTRY,34.722425,-76.725453,37031,34.7230164,-76.7256983,Carteret,28557,4040,TRUE,TRUE,
First Baptist Church of,202 South Fourth Street,Smithfield,NC,27577,SOUP KITCH,35.509359,-78.345405,37101,35.509133,-78.345982,Johnston,27577,4554,TRUE,TRUE,
Spirit of Life Kings Kids,317 Orange Street,Henderson,NC,27536,DAY CARE,36.326504,-78.406672,37181,36.32599,-78.406334,Vance,27536,4203,TRUE,TRUE,
The Storehouse Pantry,3114 Bridges Street,Morehead City,NC,28557,FOODPANTRY,34.727345,-76.745707,37031,34.727747,-76.745958,Carteret,28557,3242,TRUE,TRUE,
The Memorial Baptist Church,1510 Greenville Blvd. SE,Greenville,NC,27858,FOODPANTRY,35.589728,-77.350309,37147,35.588214,-77.348866,Pitt,27858,4743,TRUE,TRUE,
New Destiny Outreach,990 Cox Avenue,Rocky Mount,NC,27801,FOODPANTRY,35.949274,-77.745776,37065,35.949375,-77.747102,Edgecombe,27801,3742,TRUE,TRUE,
New Christian Food Pantry &,111 Douglas Street,Wilson,NC,27893,FOODPANTRY,35.723993,-77.909458,37195,35.7245843,-77.9088124,Wilson,27893,4165,TRUE,TRUE,
Pamlico County Fishes & Loaves,1149 White Farm Road,Oriental,NC,28571,FOODPANTRY,35.046719,-76.682123,37137,35.045794,-76.680025,Pamlico,28571,9811,TRUE,TRUE,
St Paul Lutheran,311 Marlboro Street,Hamlet,NC,28345,FOODPANTRY,34.890041,-79.707031,37153,34.8895468,-79.7079557,Richmond,28345,2446,TRUE,TRUE,
Ark Of Safety Outreach,612 Gary Street,Durham,NC,27703,FOODPANTRY,35.990766,-78.870578,37063,35.990951,-78.870125,Durham,27703,2202,TRUE,TRUE,
Mineral Springs Improvement,122 Railroad Street,Ellerbe,NC,28338,AFTER SCH,35.065613,-79.760749,37153,35.066659,-79.760575,Richmond,28379,,FALSE,TRUE,
Church Community Services,108 Gill St,Laurinburg,NC,28352,FOODPANTRY,34.777964,-79.462655,37165,34.7779739,-79.4627191,Scotland,28352,3055,TRUE,TRUE,
My Father's House,543 Richardson Road,Enfield,NC,27823,FOODPANTRY,36.236318,-77.873608,37083,36.2362813,-77.8736779,Halifax,27823,,TRUE,TRUE,
Emmanuel Hispanic Pentecostal,3603 Bastion lane suite 101,Raleigh,NC,27604,FOODPANTRY,35.79779,-78.584953,37183,35.7980342,-78.5858024,Wake,27604,7411,TRUE,TRUE,
Pullen Memorial Baptist Church,1801 Hillsborough St.,Raleigh,NC,27605,SUPPLEMENT,35.785402,-78.660645,37183,35.7851212,-78.6609256,Wake,27605,1664,TRUE,TRUE,
Alliance Rehabilitative Care,560 Dabney Drive,Henderson,NC,27536,OTHER,36.324934,-78.421874,37181,36.325526,-78.422287,Vance,27536,3946,TRUE,TRUE,
Potter's House Outreach Center,107 North Lee Street,Benson,NC,27504,FOODPANTRY,35.379085,-78.543701,37101,35.3790466,-78.5436388,Johnston,27504,1542,TRUE,TRUE,
Williams Grove Baptist Church,735 Rock Quarry Rd.,Raleigh,NC,27610,FOODPANTRY,35.770331,-78.619904,37183,35.7697139,-78.6181652,Wake,27610,3819,TRUE,TRUE,
New Vision Christian Church,2102 Hobbton Hwy.,Clinton,NC,28329,FOODPANTRY,35.031131,-78.327177,37163,35.0321179,-78.326594,Sampson,28328,1770,FALSE,TRUE,
Bethlehem Temple Apostolic,600 N. Roxboro Street,Durham,NC,27701,FOODPANTRY,35.997842,-78.895022,37063,35.9982896,-78.8945061,Durham,27701,,TRUE,TRUE,
Christ Deliverance Tabernacle,413 E. Pender St.,Wilson,NC,27893,FOODPANTRY,35.724958,-77.903359,37195,35.725474,-77.903387,Wilson,27893,4241,TRUE,TRUE,
Pathway Outreach Center Inc.,311 Branch St.,Elm City,NC,27822,FOODPANTRY,35.802416,-77.861227,37195,35.802161,-77.8615077,Wilson,27822,8796,TRUE,TRUE,
Wendell United Methodist,129 N Main St.,Wendell,NC,27591,FOODPANTRY,35.783192,-78.369853,37183,35.784068,-78.370107,Wake,27591,,TRUE,TRUE,
Community of Hope Ministries,601 St. Mary's Street,Garner,NC,27529,FOODPANTRY,35.704103,-78.613901,37183,35.7031605,-78.6140467,Wake,27529,3803,TRUE,TRUE,
Zion Christian Center,2850 Virgilina Road,Roxboro,NC,27574,FOODPANTRY,36.421755,-78.93406,37145,36.4265971,-78.9270525,Person,27574,,TRUE,TRUE,
Partners For Youth Opportunity,1309 Halley Street,Durham,NC,27707,AFTER SCH,35.98935,-78.919107,37063,35.9893979,-78.9197121,Durham,27707,,TRUE,TRUE,
Kitrell Shiloh Missionary,1390 S. Chavis Road,Kitrell,NC,27544,FOODPANTRY,36.224143,-78.413249,37181,36.1987664,-78.4340255,Vance,27544,9380,TRUE,TRUE,
St. Paul's Episcopal Church,401 East Fourth Street,Greenville,NC,27858,FOODPANTRY,35.611568,-77.369094,37147,35.6120237,-77.3704762,Pitt,27858,1916,TRUE,TRUE,
Family Circle Elder Care,820 W Garner Rd.,Garner,NC,27529,ELDERLY NU,35.711355,-78.614096,37183,35.711557,-78.613586,Wake,27529,3117,TRUE,TRUE,
Milagros y Maravillas de Dios,711 West Noble,Selma,NC,27576,FOODPANTRY,35.537244,-78.29143,37101,35.537344,-78.292008,Johnston,27576,2430,TRUE,TRUE,
God's Vision Ministries,315 East River Rd,Louisburg,NC,27549,FOODPANTRY,36.091667,-78.276772,37069,36.092203,-78.276781,Franklin,27549,7359,TRUE,TRUE,
Saint Luke United Methodist,1501 Turnpike Road,Laurinburg,NC,28352,FOODPANTRY,34.77838,-79.485726,37165,34.749327,-79.496967,Scotland,28352,9032,TRUE,TRUE,
Jackson Grove Bible Church of,66 Sinclair Lake Rd.,Newton Grove,NC,28366,FOODPANTRY,35.15838,-78.468106,37163,35.158035,-78.467865,Sampson,28366,6708,TRUE,TRUE,
Word of God Christian Center,3650 Neuse Blvd.,New Bern,NC,28562,FOODPANTRY,35.124562,-77.085808,37049,35.1385672,-77.0994805,Craven,28560,4089,FALSE,TRUE,
New Horizons,confidential,Hamlet,NC,NA,SHELTER,NA,NA,NA,,,,,,FALSE,,
FTHOP,700 S Mangum St,Durham,NC,27701,ELDERLY NU,35.989366,-78.90338,37063,35.9894292,-78.9034169,Durham,27701,,TRUE,TRUE,
"Ministerio Bethel, Inc",622 Bragg St,Sanford,NC,27330,FOODPANTRY,35.480554,-79.158385,37105,35.479362,-79.158014,Lee,27330,4648,TRUE,TRUE,
Unionville Missionary Baptist,19400 Blakley Rd.,Laurinburg,NC,28352,FOODPANTRY,34.827359,-79.39421,37165,34.8297359,-79.394056,Scotland,28352,,TRUE,TRUE,
Victory Deliverance Church of,169 5th Street,Hamlet,NC,28345,FOODPANTRY,34.885009,-79.681948,37153,34.882705,-79.6848,Richmond,28345,8114,TRUE,TRUE,
DD-Henderson Towers Resident,807 S. Duke Street #010,Durham,NC,27701,FOODPANTRY,35.991478,-78.908813,37063,35.990276,-78.908175,Durham,27701,,TRUE,TRUE,
Jerusalem United Methodist,1661 Jerusalem Road,Laurinburg,NC,28352,FOODPANTRY,34.703089,-79.465504,37165,34.7044128,-79.4555206,Scotland,28352,,TRUE,TRUE,
Safe Haven of Person County,119 S. Main Street,Roxboro,NC,27573,SHELTER,36.38243,-78.987759,37145,36.3929098,-78.9844054,Person,27573,,TRUE,TRUE,
Salvation Army of Lee County,507 N. Steele St.,Sanford,NC,27330,FOODPANTRY,35.485754,-79.183473,37105,35.4860134,-79.1839825,Lee,27330,,TRUE,TRUE,
The Healing Place of Wake,3304 Glen Royal Rd,Raleigh,NC,27603,SHELTER,35.745121,-78.668397,37183,35.882651,-78.750489,Wake,27617,,FALSE,TRUE,
Freedom House Durham,104 New Stateside Drive,Chapel Hill,NC,27516,GROUP HOME,35.955719,-79.060214,37135,35.9558929,-79.0603042,Orange,27516,,TRUE,TRUE,
Pine Grove Baptist Church,1624 NC-56,Creedmoor,NC,27522,FOODPANTRY,NA,NA,NA,36.1376951,-78.7150977,Granville,27522,,TRUE,,
Harbor Inc.,1149 Buffalo Road,Smithfield,NC,27577,SHELTER,35.524168,-78.336586,37101,35.5240777,-78.336208,Johnston,27577,,TRUE,TRUE,
New Birth Non-Denominational,4091 Lemon Springs Road,Sanford,NC,27332,FOODPANTRY,35.455935,-79.073923,37105,35.426743,-79.168237,Lee,27332,,TRUE,TRUE,
"Operation Sunshine, Inc",1328 Chestnut Street,Greenville,NC,27836,AFTER SCH,35.606245,-77.384438,37147,35.606324,-77.385247,Pitt,27834,3961,FALSE,TRUE,
Lifeline Christian Center,2872 Old Franklin Rd,Spring Hope,NC,27882,FOODPANTRY,35.983743,-78.108779,37127,35.983463,-78.109083,Nash,27882,9282,TRUE,TRUE,
Franklin County Volunteers in,109 N Church St,Louisburg,NC,27546,FOODPANTRY,35.932802,-78.441096,37183,36.100433,-78.302154,Franklin,27549,2528,FALSE,FALSE,Wake
Cedar Grove Mt. Zion AME,5124 Highway 86 North,Hillsborough,NC,27278,FOODPANTRY,36.168526,-79.131059,37135,36.1694824,-79.1324663,Orange,27278,,TRUE,TRUE,
White Oak Foundation,1621 White Oak Church Rd.,Apex,NC,27523,FOODPANTRY,35.779327,-78.919221,37183,35.7804829,-78.918971,Wake,27523,6066,TRUE,TRUE,
Maysville United Methodist Chu,804 Foy Ave,Maysville,NC,28555,FOODPANTRY,34.901493,-77.227223,37103,34.9000639,-77.227012,Jones,28555,7043,TRUE,TRUE,
"Hope of Glory Ministries, Inc","103 East Arlington Blvd.,",Greenville,NC,27858,FOODPANTRY,35.591007,-77.378167,37147,35.591191,-77.377178,Pitt,27858,5046,TRUE,TRUE,
Monarch - Cauthen Group Home,1401 Cauthen Dr.,Rockingham,NC,28379,GROUP HOME,34.921133,-79.759389,37153,34.92048,-79.755148,Richmond,28379,4873,TRUE,TRUE,
Vanceboro Group Home - Monarch,143 James Street,Vanceboro,NC,28586,GROUP HOME,35.299131,-77.149957,37049,35.299242,-77.149215,Craven,28586,9240,TRUE,TRUE,
Hoke Street Group Home,313-A Hoke Street,New Bern,NC,28560,GROUP HOME,35.073967,-77.021809,37049,35.0738569,-77.021617,Craven,28560,6633,TRUE,TRUE,
Pamlico County Group Home,554 Hwy. 306 North,Grantsboro,NC,28529,GROUP HOME,35.146737,-76.844279,37049,35.14849,-76.843762,Pamlico,28529,,TRUE,FALSE,Craven
Spencer's Place Group Home,201 9th Street,New Bern,NC,28560,GROUP HOME,35.103101,-77.072166,37049,35.1029229,-77.072647,Craven,28560,5437,TRUE,TRUE,
Monarch - Mallard Lane,142 Mallard Lane,Rockingham,NC,28379,GROUP HOME,34.932857,-79.749142,37153,34.932541,-79.747752,Richmond,28379,5200,TRUE,TRUE,
Monarch - Richmond Adult Group,190 East Church St.,Ellerbe,NC,28338,GROUP HOME,35.072911,-79.765996,37153,35.072981,-79.766058,Richmond,28338,,TRUE,TRUE,
Feed My Sheep of Durham Food,107 N. Driver Street,Durham,NC,27701,SOUP KITCH,35.992408,-78.878165,37063,35.9862546,-78.8781112,Durham,27703,,FALSE,TRUE,
First United Methodist Church,126 Park Lane,Sneads Ferry,NC,28460,MOBILE FP,34.552288,-77.393314,37133,34.554755,-77.393421,Onslow,28460,6656,TRUE,TRUE,
Emmanuel Community FWB Center,3105 Speight Seed Farm Road,Winterville,NC,28590,FOODPANTRY,35.54326,-77.480225,37147,35.5427746,-77.4800858,Pitt,28590,8775,TRUE,TRUE,
Emmanuel Fellowship Church of,336 Alston Bridge Rd.,Siler City,NC,27344,FOODPANTRY,35.719042,-79.451695,37037,35.696303,-79.381669,Chatham,27344,9566,TRUE,TRUE,
Durham First Assembly of God,1034 Hamlin Rd,Durham,NC,27704,FOODPANTRY,36.050071,-78.871172,37063,36.050007,-78.870592,Durham,27704,9655,TRUE,TRUE,
Upon This Rock Ministry,1206 College Street,Oxford,NC,27565,FOODPANTRY,36.329881,-78.592507,37077,36.329735,-78.592186,Granville,27565,2511,TRUE,TRUE,
Vanceboro Christian Help Cente,411 White Street,Vanceboro,NC,28586,FOODPANTRY,35.29843,-77.152541,37049,35.2984826,-77.1525501,Craven,28586,,TRUE,TRUE,
Rebuilding Broken Places,2105 N. William St.,Goldsboro,NC,27530,DAY CARE,35.407861,-77.983034,37191,35.4079004,-77.9829885,Wayne,27530,1437,TRUE,TRUE,
Greater Ransom Way of The Cross,90 S Lake Lodge Rd Exd,Henderson,NC,27537,FOODPANTRY,36.248069,-78.431545,37181,36.2480499,-78.4301724,Vance,27537,,TRUE,TRUE,
Our Daily Bread Christian Food,400 East Washington Street,Rockingham,NC,28379,FOODPANTRY,34.942603,-79.745784,37153,34.939416,-79.770777,Richmond,28379,3646,TRUE,TRUE,
Deliverance Church,3328 Old Stage Road,Angier,NC,27501,FOODPANTRY,35.457993,-78.691626,37085,35.457463,-78.691471,Harnett,27501,,TRUE,TRUE,
Young Memorial United Holy,1379 Brookston Rd,Henderson,NC,27537,FOODPANTRY,36.367872,-78.341255,37181,36.369443,-78.3416793,Vance,27537,7647,TRUE,TRUE,
Woodville Baptist Church,450 Hwy. 70,Bettie,NC,28516,FOODPANTRY,34.776633,-76.559521,37031,34.7182757,-76.6562604,Carteret,28516,,TRUE,TRUE,
Stanley Chapel FWB Church,687 Stanley Chapel Church Rd,Mount Olive,NC,28365,FOODPANTRY,35.224581,-78.014502,37191,35.2208877,-78.0112406,Wayne,28365,,TRUE,TRUE,
North Haven Church,6620 Six Forks Road,Raleigh,NC,27615,FOODPANTRY,35.869498,-78.639801,37183,35.8710347,-78.6408177,Wake,27615,6518,TRUE,TRUE,
An Open Door CDC,118 Booker St,Pikeville,NC,27863,FOODPANTRY,35.491124,-77.985307,37191,35.491096,-77.98231,Wayne,27863,,TRUE,TRUE,
Faith Hope Deliverance,646 Oakwood Ave,Sanford,NC,27330,FOODPANTRY,35.484001,-79.160472,37105,35.4842886,-79.1603395,Lee,27330,4549,TRUE,TRUE,
House of Refuge for Women,confidential,Durham,NC,NA,SHELTER,NA,NA,NA,,,,,,FALSE,,
Chatham County Group Homes,506 W.Fifth Street,Siler City,NC,27344,GROUP HOME,36.089875,-79.269331,37001,35.724934,-79.4710319,Chatham,27344,3053,TRUE,FALSE,Alamance
Chatham County Group Homes,323 MLK Blvd.,Siler City,NC,27344,GROUP HOME,35.734012,-79.457666,37037,35.728758,-79.461905,Chatham,27344,,TRUE,TRUE,
N.C.A. Philip Randolph Inst.,1408 Hillsborough St.,Raleigh,NC,27605,FOODPANTRY,35.783655,-78.65658,37183,35.7840848,-78.657003,Wake,27605,1829,TRUE,TRUE,
Progressive Teamwork Outreach,116 Horton St.,Zebulon,NC,27597,FOODPANTRY,35.822239,-78.312907,37183,35.821855,-78.314783,Wake,27597,2628,TRUE,TRUE,
Evergreen United Methodist,11098 US 15-501 North,Chapel Hill,NC,27517,FOODPANTRY,35.86728,-79.074236,37135,35.8410854,-79.0887359,Chatham,27517,,TRUE,FALSE,Orange
St. Julia Catholic Church,210 Harold Hart Road,Siler City,NC,27344,FOODPANTRY,35.733993,-79.377398,37037,35.734662,-79.376289,Chatham,27344,8346,TRUE,TRUE,
Greater Diggs AME Zion Church,1258 old cheraw highway,Rockingham,NC,28379,FOODPANTRY,34.881486,-79.838159,37153,34.874212,-79.842101,Richmond,28379,,TRUE,TRUE,
The Original Tabernacle of,1005 S. John St.,Goldsboro,NC,27530,SOUP KITCH,35.370019,-78.000761,37191,35.3694289,-78.001923,Wayne,27530,6449,TRUE,TRUE,
"The Arc of Moore, Inc.",673 s. Bennett,Southern Pines,NC,28387,FOODPANTRY,35.170179,-79.400597,37125,35.169853,-79.399685,Moore,28387,5919,TRUE,TRUE,
St. Paul Missionary Baptist,1151 Winstead Avenue,Rocky Mount,NC,27804,FOODPANTRY,35.983558,-77.838653,37127,35.9492055,-77.8477475,Nash,27803,1248,FALSE,TRUE,
Faith Missionary Baptist,908 Suffolk Blvd.,Raleigh,NC,27603,FOODPANTRY,35.745197,-78.659069,37183,35.7456075,-78.6584225,Wake,27603,2730,TRUE,TRUE,
Church of GOD of Prophecy,139 Flowers St.,Rockingham,NC,28379,FOODPANTRY,34.924479,-79.773413,37153,34.924152,-79.774235,Richmond,28379,5526,TRUE,TRUE,
Immanuel Temple SDA Community,2104 S. Alston Avenue,Durham,NC,27707,FOODPANTRY,35.961982,-78.887348,37063,35.961595,-78.8873909,Durham,27707,4412,TRUE,TRUE,
Zina Christian Center,3700 Bastion Lane,Raleigh,NC,27604,FOODPANTRY,35.801738,-78.580597,37183,35.799943,-78.581203,Wake,27604,3893,TRUE,TRUE,
A Touch From Above Faith,654 Main St,Wilson Mills,NC,27593,FOODPANTRY,35.582564,-78.353677,37101,35.582741,-78.353446,Johnston,27520,,FALSE,TRUE,
Roxboro Church of God,1415 N. Main Street,Roxboro,NC,27573,FOODPANTRY,36.418427,-78.969126,37145,36.4211669,-78.969119,Person,27573,4318,TRUE,TRUE,
Alliance Rehabilitative Care,940 County Home Road,Henderson,NC,27536,ADULT DAY,36.319959,-78.395896,37181,36.3200388,-78.3956191,Vance,27536,5472,TRUE,TRUE,
HighFalls United Methodist Ch.,324 Frieson Road,Highfalls,NC,27259,FOODPANTRY,35.480841,-79.517885,37125,35.4812262,-79.5182343,Moore,27325,,FALSE,TRUE,
Chatham County Group Homes,251 Lynnbrook Drive,Siler City,NC,27344,ADULT DAY,35.661265,-79.438707,37037,35.660913,-79.436795,Chatham,27344,,TRUE,TRUE,
Pilgrim Way of the Cross,316 East 16th Street,Scotland Neck,NC,27874,FOODPANTRY,36.134542,-77.416138,37083,36.1350165,-77.4168319,Halifax,27874,1708,TRUE,TRUE,
Avery Chapel FWB Church,1110 Loop Road,Raeford,NC,28376,FOODPANTRY,35.003322,-79.23398,37093,35.038733,-79.391352,Hoke,28376,7699,TRUE,TRUE,
Renu Life,501 Forest Hill Drive,Goldsboro,NC,27534,GROUP HOME,35.391509,-77.946662,37191,35.391784,-77.947241,Wayne,27534,1824,TRUE,TRUE,
Harvest Word Ministry,15199 Hwy 96 N,Zebulon,NC,27599,FOODPANTRY,35.986007,-78.449804,37069,35.779316,-78.293148,Johnston,27597,,FALSE,FALSE,Franklin
Edgerton Memorial UMC,401 W. Anderson Street,Selma,NC,27576,FOODPANTRY,35.537449,-78.286462,37101,35.537344,-78.286999,Johnston,27576,2506,TRUE,TRUE,
Praise Worship Tabernacle,1516 Bethel Rd,Raleigh,NC,27610,FOODPANTRY,35.758147,-78.565724,37183,35.757249,-78.566277,Wake,27610,4408,TRUE,TRUE,
The Light of Life Ministry,4204 Willow Oak Rd,Raleigh,NC,27610,FOODPANTRY,35.744496,-78.573999,37183,35.805034,-78.566948,Wake,27604,4731,FALSE,TRUE,
NC Love In Action,238 South Tarboro St (office),Wilson,NC,27893,FOODPANTRY,35.726916,-77.909396,37195,35.7273477,-77.9088126,Wilson,27893,4027,TRUE,TRUE,
Community Missions/New,2302 Cedar Run Place,Wilson,NC,27896,DAY CARE,35.756381,-77.932409,37195,35.756439,-77.933526,Wilson,27896,1308,TRUE,TRUE,
St. Peter Catholic Church,2700 E. 4th Street,Greenville,NC,27834,FOODPANTRY,35.615051,-77.390912,37147,35.606384,-77.3421429,Pitt,27858,1712,FALSE,TRUE,
Raleigh Vineyard Christian,6894 Litchford Rd,Raleigh,NC,27615,FOODPANTRY,35.873137,-78.596182,37183,35.8740123,-78.5952617,Wake,27615,,TRUE,TRUE,
St. Andrews Chrisitan Church,322 Rollingwood Drive,Dudley,NC,27883,FOODPANTRY,35.557549,-77.031489,37013,35.2929024,-78.0261411,Wayne,28333,8234,FALSE,FALSE,Beaufort
Chatham County Group Homes,225 E. Watkins St,Siler City,NC,27344,GROUP HOME,35.725432,-79.450517,37037,35.724358,-79.449842,Chatham,27344,3337,TRUE,TRUE,
Chatham County Group Homes,400 Carolina Ave,Siler City,NC,27344,GROUP HOME,35.880787,-80.068849,37057,35.722223,-79.475986,Chatham,27344,3060,TRUE,FALSE,Davidson
St. Paul Church of Christ,4009 Lake Wilson Rd.,Wilson,NC,27896,FOODPANTRY,35.775816,-77.936322,37195,35.776268,-77.936333,Wilson,27896,8942,TRUE,TRUE,
Prayer and Faith Temple Church,217 Thomas St,Hamlet,NC,28345,FOODPANTRY,34.879726,-79.701681,37153,34.8780144,-79.70415,Richmond,28345,3645,TRUE,TRUE,
Carthage United Methodist Ch.,108 Bruce Street,Carthage,NC,28327,FOODPANTRY,35.321103,-79.420298,37125,35.339554,-79.407054,Moore,28327,6091,TRUE,TRUE,
